靡ㄩ絏,虏嘿,るら,Μ絃基(じ)
COID,Name,MDATE,CLOSE
1216   ,参         ,20251015,    77.5000
2912   ,参禬       ,20251015,   240.0000
9907   ,参龟       ,20251015,    18.1500
2855   ,参靡       ,20251015,    23.6500
1232   ,参痲       ,20251015,   146.0000
2317   ,翬         ,20251015,   206.5000
2354   ,翬非         ,20251015,    64.7000
3413   ,ㄊ供         ,20251015,   315.0000
6451   ,癟-KY      ,20251015,   137.5000
2330   ,縩筿       ,20251015,  1455.3662
3443   ,承種         ,20251015,  1475.0000
5347   ,         ,20251015,    97.8000
3374   ,弘         ,20251015,   145.0000
1560   ,い         ,20251015,   334.0000
2303   ,羛筿         ,20251015,    44.5000
2329   ,地         ,20251015,    46.1000
2379   ,风琑         ,20251015,   530.0000
2363   ,参         ,20251015,    56.9000
2449   ,ㄊじ筿     ,20251015,   166.0000
2454   ,羛祇       ,20251015,  1289.9940
2451   ,承ǎ         ,20251015,   127.0000
0051   ,じい100  ,20251015,    83.9899
0052   ,碔üм     ,20251015,    35.1042
0053   ,じ筿     ,20251015,   131.5939
00915  ,惩膀纔匡蔼30,20251015,    21.8053
00929  ,確地芖м纔,20251015,    17.7743
0050   ,じ芖50   ,20251016,    62.1232
1301   ,鹅         ,20251016,    37.4500
6505   ,鹅て       ,20251016,    42.9000
1326   ,て         ,20251016,    29.0500
1303   ,玭ㄈ         ,20251016,    41.4500
1216   ,参         ,20251016,    77.6000
2912   ,参禬       ,20251016,   239.5000
9907   ,参龟       ,20251016,    18.0500
2855   ,参靡       ,20251016,    23.7500
1232   ,参痲       ,20251016,   146.0000
2317   ,翬         ,20251016,   223.0000
2354   ,翬非         ,20251016,    66.9000
3413   ,ㄊ供         ,20251016,   327.0000
6451   ,癟-KY      ,20251016,   143.0000
2330   ,縩筿       ,20251016,  1475.2346
3443   ,承種         ,20251016,  1470.0000
5347   ,         ,20251016,   100.0000
3374   ,弘         ,20251016,   146.5000
1560   ,い         ,20251016,   343.0000
2303   ,羛筿         ,20251016,    44.9000
2329   ,地         ,20251016,    47.6500
2379   ,风琑         ,20251016,   535.0000
2363   ,参         ,20251016,    56.8000
2449   ,ㄊじ筿     ,20251016,   180.5000
2454   ,羛祇       ,20251016,  1304.7087
2451   ,承ǎ         ,20251016,   139.5000
0051   ,じい100  ,20251016,    85.5856
0052   ,碔üм     ,20251016,    36.1112
0053   ,じ筿     ,20251016,   135.0170
00915  ,惩膀纔匡蔼30,20251016,    21.8828
00929  ,確地芖м纔,20251016,    17.9781
0050   ,じ芖50   ,20251017,    61.1864
1301   ,鹅         ,20251017,    38.9000
6505   ,鹅て       ,20251017,    43.7500
1326   ,て         ,20251017,    29.9500
1303   ,玭ㄈ         ,20251017,    41.9500
1216   ,参         ,20251017,    78.2000
2912   ,参禬       ,20251017,   241.0000
9907   ,参龟       ,20251017,    18.2000
2855   ,参靡       ,20251017,    23.8000
1232   ,参痲       ,20251017,   144.5000
2317   ,翬         ,20251017,   226.5000
2354   ,翬非         ,20251017,    66.8000
3413   ,ㄊ供         ,20251017,   321.5000
6451   ,癟-KY      ,20251017,   139.0000
2330   ,縩筿       ,20251017,  1440.4648
3443   ,承種         ,20251017,  1495.0000
5347   ,         ,20251017,    99.2000
3374   ,弘         ,20251017,   143.5000
1560   ,い         ,20251017,   328.0000
2303   ,羛筿         ,20251017,    45.7500
2329   ,地         ,20251017,    46.8000
2379   ,风琑         ,20251017,   533.0000
2363   ,参         ,20251017,    56.0000
2449   ,ㄊじ筿     ,20251017,   175.0000
2454   ,羛祇       ,20251017,  1304.7087
2451   ,承ǎ         ,20251017,   133.0000
0051   ,じい100  ,20251017,    84.8603
0052   ,碔üм     ,20251017,    35.4470
0053   ,じ筿     ,20251017,   132.9632
00915  ,惩膀纔匡蔼30,20251017,    21.9119
00929  ,確地芖м纔,20251017,    17.9102
0050   ,じ芖50   ,20251020,    62.2218
1301   ,鹅         ,20251020,    38.8500
6505   ,鹅て       ,20251020,    43.8500
1326   ,て         ,20251020,    29.8000
1303   ,玭ㄈ         ,20251020,    42.0500
1216   ,参         ,20251020,    78.7000
2912   ,参禬       ,20251020,   244.0000
9907   ,参龟       ,20251020,    18.2500
2855   ,参靡       ,20251020,    23.9500
1232   ,参痲       ,20251020,   145.5000
2317   ,翬         ,20251020,   238.5000
2354   ,翬非         ,20251020,    68.7000
3413   ,ㄊ供         ,20251020,   325.0000
6451   ,癟-KY      ,20251020,   143.5000
2330   ,縩筿       ,20251020,  1470.2675
3443   ,承種         ,20251020,  1525.0000
5347   ,         ,20251020,   104.0000
3374   ,弘         ,20251020,   145.5000
1560   ,い         ,20251020,   323.5000
2303   ,羛筿         ,20251020,    46.1000
2329   ,地         ,20251020,    49.0500
2379   ,风琑         ,20251020,   531.0000
2363   ,参         ,20251020,    56.8000
2449   ,ㄊじ筿     ,20251020,   178.0000
2454   ,羛祇       ,20251020,  1314.5186
2451   ,承ǎ         ,20251020,   131.0000
0051   ,じい100  ,20251020,    85.2955
0052   ,碔üм     ,20251020,    36.1184
0053   ,じ筿     ,20251020,   134.3813
00915  ,惩膀纔匡蔼30,20251020,    21.9506
00929  ,確地芖м纔,20251020,    18.0654
0050   ,じ芖50   ,20251021,    62.3204
1301   ,鹅         ,20251021,    38.4500
6505   ,鹅て       ,20251021,    43.5000
1326   ,て         ,20251021,    29.5500
1303   ,玭ㄈ         ,20251021,    41.9000
1216   ,参         ,20251021,    79.1000
2912   ,参禬       ,20251021,   245.0000
9907   ,参龟       ,20251021,    18.2500
2855   ,参靡       ,20251021,    24.2000
1232   ,参痲       ,20251021,   145.0000
2317   ,翬         ,20251021,   239.0000
2354   ,翬非         ,20251021,    68.9000
3413   ,ㄊ供         ,20251021,   330.0000
6451   ,癟-KY      ,20251021,   145.0000
2330   ,縩筿       ,20251021,  1470.2675
3443   ,承種         ,20251021,  1675.0000
5347   ,         ,20251021,   104.5000
3374   ,弘         ,20251021,   148.5000
1560   ,い         ,20251021,   321.0000
2303   ,羛筿         ,20251021,    45.4500
2329   ,地         ,20251021,    48.9000
2379   ,风琑         ,20251021,   537.0000
2363   ,参         ,20251021,    58.3000
2449   ,ㄊじ筿     ,20251021,   184.0000
2454   ,羛祇       ,20251021,  1314.5186
2451   ,承ǎ         ,20251021,   131.5000
0051   ,じい100  ,20251021,    86.2626
0052   ,碔üм     ,20251021,    36.1684
0053   ,じ筿     ,20251021,   135.6528
00915  ,惩膀纔匡蔼30,20251021,    22.0378
00929  ,確地芖м纔,20251021,    18.1628
0050   ,じ芖50   ,20251022,    61.8273
1301   ,鹅         ,20251022,    38.9500
6505   ,鹅て       ,20251022,    44.4500
1326   ,て         ,20251022,    30.2000
1303   ,玭ㄈ         ,20251022,    42.3500
1216   ,参         ,20251022,    78.9000
2912   ,参禬       ,20251022,   247.5000
9907   ,参龟       ,20251022,    18.5500
2855   ,参靡       ,20251022,    24.2000
1232   ,参痲       ,20251022,   145.5000
2317   ,翬         ,20251022,   242.5000
2354   ,翬非         ,20251022,    69.5000
3413   ,ㄊ供         ,20251022,   330.0000
6451   ,癟-KY      ,20251022,   143.0000
2330   ,縩筿       ,20251022,  1450.3990
3443   ,承種         ,20251022,  1665.0000
5347   ,         ,20251022,   103.5000
3374   ,弘         ,20251022,   147.0000
1560   ,い         ,20251022,   320.0000
2303   ,羛筿         ,20251022,    45.5000
2329   ,地         ,20251022,    47.9000
2379   ,风琑         ,20251022,   540.0000
2363   ,参         ,20251022,    58.3000
2449   ,ㄊじ筿     ,20251022,   176.5000
2454   ,羛祇       ,20251022,  1304.7087
2451   ,承ǎ         ,20251022,   130.5000
0051   ,じい100  ,20251022,    86.3593
0052   ,碔üм     ,20251022,    35.8827
0053   ,じ筿     ,20251022,   133.7945
00915  ,惩膀纔匡蔼30,20251022,    22.1056
00929  ,確地芖м纔,20251022,    18.2505
0050   ,じ芖50   ,20251023,    61.4822
1301   ,鹅         ,20251023,    40.2000
6505   ,鹅て       ,20251023,    46.5000
1326   ,て         ,20251023,    30.9000
1303   ,玭ㄈ         ,20251023,    43.4000
1216   ,参         ,20251023,    79.9000
2912   ,参禬       ,20251023,   248.0000
9907   ,参龟       ,20251023,    18.3500
2855   ,参靡       ,20251023,    24.0000
1232   ,参痲       ,20251023,   145.5000
2317   ,翬         ,20251023,   239.0000
2354   ,翬非         ,20251023,    69.1000
3413   ,ㄊ供         ,20251023,   325.5000
6451   ,癟-KY      ,20251023,   140.0000
2330   ,縩筿       ,20251023,  1440.4648
3443   ,承種         ,20251023,  1615.0000
5347   ,         ,20251023,   101.5000
3374   ,弘         ,20251023,   142.0000
1560   ,い         ,20251023,   318.0000
2303   ,羛筿         ,20251023,    45.4000
2329   ,地         ,20251023,    47.0500
2379   ,风琑         ,20251023,   533.0000
2363   ,参         ,20251023,    58.0000
2449   ,ㄊじ筿     ,20251023,   175.0000
2454   ,羛祇       ,20251023,  1270.3743
2451   ,承ǎ         ,20251023,   131.0000
0051   ,じい100  ,20251023,    85.8274
0052   ,碔üм     ,20251023,    35.5613
0053   ,じ筿     ,20251023,   133.3055
00915  ,惩膀纔匡蔼30,20251023,    22.0087
00929  ,確地芖м纔,20251023,    18.1921
0050   ,じ芖50   ,20251027,    62.9120
1301   ,鹅         ,20251027,    40.0000
6505   ,鹅て       ,20251027,    45.8000
1326   ,て         ,20251027,    30.7000
1303   ,玭ㄈ         ,20251027,    43.0000
1216   ,参         ,20251027,    79.0000
2912   ,参禬       ,20251027,   246.0000
9907   ,参龟       ,20251027,    18.3000
2855   ,参靡       ,20251027,    24.2500
1232   ,参痲       ,20251027,   146.5000
2317   ,翬         ,20251027,   246.5000
2354   ,翬非         ,20251027,    69.7000
3413   ,ㄊ供         ,20251027,   322.5000
6451   ,癟-KY      ,20251027,   140.5000
2330   ,縩筿       ,20251027,  1470.2675
3443   ,承種         ,20251027,  1600.0000
5347   ,         ,20251027,   102.5000
3374   ,弘         ,20251027,   147.0000
1560   ,い         ,20251027,   315.5000
2303   ,羛筿         ,20251027,    45.6000
2329   ,地         ,20251027,    49.2500
2379   ,风琑         ,20251027,   525.0000
2363   ,参         ,20251027,    61.6000
2449   ,ㄊじ筿     ,20251027,   188.0000
2454   ,羛祇       ,20251027,  1309.6136
2451   ,承ǎ         ,20251027,   137.0000
0051   ,じい100  ,20251027,    87.3263
0052   ,碔üм     ,20251027,    36.5398
0053   ,じ筿     ,20251027,   137.0709
00915  ,惩膀纔匡蔼30,20251027,    22.0475
00929  ,確地芖м纔,20251027,    18.4454
0050   ,じ芖50   ,20251028,    62.4683
1301   ,鹅         ,20251028,    39.7000
6505   ,鹅て       ,20251028,    45.5500
1326   ,て         ,20251028,    30.4500
1303   ,玭ㄈ         ,20251028,    42.2000
1216   ,参         ,20251028,    79.0000
2912   ,参禬       ,20251028,   244.0000
9907   ,参龟       ,20251028,    18.1500
2855   ,参靡       ,20251028,    24.0000
1232   ,参痲       ,20251028,   146.0000
2317   ,翬         ,20251028,   250.0000
2354   ,翬非         ,20251028,    70.8000
3413   ,ㄊ供         ,20251028,   325.0000
6451   ,癟-KY      ,20251028,   145.0000
2330   ,縩筿       ,20251028,  1465.3004
3443   ,承種         ,20251028,  1480.0000
5347   ,         ,20251028,    99.6000
3374   ,弘         ,20251028,   148.0000
1560   ,い         ,20251028,   313.0000
2303   ,羛筿         ,20251028,    46.0000
2329   ,地         ,20251028,    48.5000
2379   ,风琑         ,20251028,   517.0000
2363   ,参         ,20251028,    57.3000
2449   ,ㄊじ筿     ,20251028,   188.5000
2454   ,羛祇       ,20251028,  1289.9940
2451   ,承ǎ         ,20251028,   132.0000
0051   ,じい100  ,20251028,    87.4230
0052   ,碔üм     ,20251028,    36.3183
0053   ,じ筿     ,20251028,   136.6797
00915  ,惩膀纔匡蔼30,20251028,    21.8344
00929  ,確地芖м纔,20251028,    18.4649
0050   ,じ芖50   ,20251029,    63.5037
1301   ,鹅         ,20251029,    39.1500
6505   ,鹅て       ,20251029,    45.2500
1326   ,て         ,20251029,    30.3500
1303   ,玭ㄈ         ,20251029,    41.9500
1216   ,参         ,20251029,    78.8000
2912   ,参禬       ,20251029,   243.5000
9907   ,参龟       ,20251029,    18.1500
2855   ,参靡       ,20251029,    24.2500
1232   ,参痲       ,20251029,   146.0000
2317   ,翬         ,20251029,   260.0000
2354   ,翬非         ,20251029,    73.2000
3413   ,ㄊ供         ,20251029,   339.0000
6451   ,癟-KY      ,20251029,   147.0000
2330   ,縩筿       ,20251029,  1495.1031
3443   ,承種         ,20251029,  1470.0000
5347   ,         ,20251029,    99.0000
3374   ,弘         ,20251029,   153.0000
1560   ,い         ,20251029,   309.5000
2303   ,羛筿         ,20251029,    45.6000
2329   ,地         ,20251029,    48.0000
2379   ,风琑         ,20251029,   516.0000
2363   ,参         ,20251029,    56.6000
2449   ,ㄊじ筿     ,20251029,   207.0000
2454   ,羛祇       ,20251029,  1275.2792
2451   ,承ǎ         ,20251029,   134.5000
0051   ,じい100  ,20251029,    88.2934
0052   ,碔üм     ,20251029,    37.1397
0053   ,じ筿     ,20251029,   139.1737
00915  ,惩膀纔匡蔼30,20251029,    21.8247
00929  ,確地芖м纔,20251029,    18.5234
0050   ,じ芖50   ,20251030,    63.5037
1301   ,鹅         ,20251030,    39.2000
6505   ,鹅て       ,20251030,    45.5500
1326   ,て         ,20251030,    30.2000
1303   ,玭ㄈ         ,20251030,    41.9500
1216   ,参         ,20251030,    79.6000
2912   ,参禬       ,20251030,   241.0000
9907   ,参龟       ,20251030,    18.1000
2855   ,参靡       ,20251030,    23.8500
1232   ,参痲       ,20251030,   144.0000
2317   ,翬         ,20251030,   262.0000
2354   ,翬非         ,20251030,    72.2000
3413   ,ㄊ供         ,20251030,   364.0000
6451   ,癟-KY      ,20251030,   141.5000
2330   ,縩筿       ,20251030,  1495.1031
3443   ,承種         ,20251030,  1440.0000
5347   ,         ,20251030,    98.0000
3374   ,弘         ,20251030,   149.5000
1560   ,い         ,20251030,   309.0000
2303   ,羛筿         ,20251030,    45.8500
2329   ,地         ,20251030,    48.2000
2379   ,风琑         ,20251030,   512.0000
2363   ,参         ,20251030,    55.3000
2449   ,ㄊじ筿     ,20251030,   203.0000
2454   ,羛祇       ,20251030,  1285.0890
2451   ,承ǎ         ,20251030,   134.0000
0051   ,じい100  ,20251030,    87.6648
0052   ,碔üм     ,20251030,    37.1397
0053   ,じ筿     ,20251030,   138.2445
00915  ,惩膀纔匡蔼30,20251030,    21.7956
00929  ,確地芖м纔,20251030,    18.4064
0050   ,じ芖50   ,20251031,    63.8488
1301   ,鹅         ,20251031,    38.1000
6505   ,鹅て       ,20251031,    44.7000
1326   ,て         ,20251031,    29.2000
1303   ,玭ㄈ         ,20251031,    41.5000
1216   ,参         ,20251031,    78.7000
2912   ,参禬       ,20251031,   238.5000
9907   ,参龟       ,20251031,    17.9500
2855   ,参靡       ,20251031,    23.7000
1232   ,参痲       ,20251031,   144.5000
2317   ,翬         ,20251031,   257.5000
2354   ,翬非         ,20251031,    71.5000
3413   ,ㄊ供         ,20251031,   371.0000
6451   ,癟-KY      ,20251031,   143.5000
2330   ,縩筿       ,20251031,  1490.1360
3443   ,承種         ,20251031,  1530.0000
5347   ,         ,20251031,    96.7000
3374   ,弘         ,20251031,   153.0000
1560   ,い         ,20251031,   314.5000
2303   ,羛筿         ,20251031,    46.4000
2329   ,地         ,20251031,    48.6000
2379   ,风琑         ,20251031,   515.0000
2363   ,参         ,20251031,    55.4000
2449   ,ㄊじ筿     ,20251031,   217.0000
2454   ,羛祇       ,20251031,  1285.0890
2451   ,承ǎ         ,20251031,   132.5000
0051   ,じい100  ,20251031,    88.6319
0052   ,碔üм     ,20251031,    37.3111
0053   ,じ筿     ,20251031,   139.4182
00915  ,惩膀纔匡蔼30,20251031,    21.7859
00929  ,確地芖м纔,20251031,    18.2993
0050   ,じ芖50   ,20251103,    63.2572
1301   ,鹅         ,20251103,    37.7000
6505   ,鹅て       ,20251103,    43.9000
1326   ,て         ,20251103,    28.7500
1303   ,玭ㄈ         ,20251103,    41.3500
1216   ,参         ,20251103,    78.1000
2912   ,参禬       ,20251103,   236.0000
9907   ,参龟       ,20251103,    18.1500
2855   ,参靡       ,20251103,    24.1000
1232   ,参痲       ,20251103,   144.0000
2317   ,翬         ,20251103,   251.5000
2354   ,翬非         ,20251103,    70.9000
3413   ,ㄊ供         ,20251103,   364.5000
6451   ,癟-KY      ,20251103,   157.5000
2330   ,縩筿       ,20251103,  1500.0702
3443   ,承種         ,20251103,  1580.0000
5347   ,         ,20251103,    97.2000
3374   ,弘         ,20251103,   157.5000
1560   ,い         ,20251103,   314.0000
2303   ,羛筿         ,20251103,    47.6000
2329   ,地         ,20251103,    50.6000
2379   ,风琑         ,20251103,   500.0000
2363   ,参         ,20251103,    55.2000
2449   ,ㄊじ筿     ,20251103,   224.0000
2454   ,羛祇       ,20251103,  1275.2792
2451   ,承ǎ         ,20251103,   133.0000
0051   ,じい100  ,20251103,    89.7440
0052   ,碔üм     ,20251103,    36.9611
0053   ,じ筿     ,20251103,   138.5869
00915  ,惩膀纔匡蔼30,20251103,    21.8537
00929  ,確地芖м纔,20251103,    18.3772
0050   ,じ芖50   ,20251104,    63.0599
1301   ,鹅         ,20251104,    37.6500
6505   ,鹅て       ,20251104,    44.5000
1326   ,て         ,20251104,    28.4500
1303   ,玭ㄈ         ,20251104,    41.3500
1216   ,参         ,20251104,    78.1000
2912   ,参禬       ,20251104,   234.5000
9907   ,参龟       ,20251104,    18.6000
2855   ,参靡       ,20251104,    23.9500
1232   ,参痲       ,20251104,   144.5000
2317   ,翬         ,20251104,   244.0000
2354   ,翬非         ,20251104,    69.0000
3413   ,ㄊ供         ,20251104,   345.0000
6451   ,癟-KY      ,20251104,   150.0000
2330   ,縩筿       ,20251104,  1495.1031
3443   ,承種         ,20251104,  1635.0000
5347   ,         ,20251104,    98.7000
3374   ,弘         ,20251104,   150.0000
1560   ,い         ,20251104,   305.5000
2303   ,羛筿         ,20251104,    47.4000
2329   ,地         ,20251104,    47.8000
2379   ,风琑         ,20251104,   506.0000
2363   ,参         ,20251104,    53.4000
2449   ,ㄊじ筿     ,20251104,   214.0000
2454   ,羛祇       ,20251104,  1289.9940
2451   ,承ǎ         ,20251104,   128.0000
0051   ,じい100  ,20251104,    87.6648
0052   ,碔üм     ,20251104,    36.7612
0053   ,じ筿     ,20251104,   137.7066
00915  ,惩膀纔匡蔼30,20251104,    21.7472
00929  ,確地芖м纔,20251104,    18.1141
0050   ,じ芖50   ,20251105,    62.2711
1301   ,鹅         ,20251105,    36.8500
6505   ,鹅て       ,20251105,    45.0500
1326   ,て         ,20251105,    27.8000
1303   ,玭ㄈ         ,20251105,    41.0000
1216   ,参         ,20251105,    78.1000
2912   ,参禬       ,20251105,   239.5000
9907   ,参龟       ,20251105,    19.4000
2855   ,参靡       ,20251105,    23.6500
1232   ,参痲       ,20251105,   144.5000
2317   ,翬         ,20251105,   247.0000
2354   ,翬非         ,20251105,    68.4000
3413   ,ㄊ供         ,20251105,   357.0000
6451   ,癟-KY      ,20251105,   149.0000
2330   ,縩筿       ,20251105,  1450.3990
3443   ,承種         ,20251105,  1605.0000
5347   ,         ,20251105,    96.0000
3374   ,弘         ,20251105,   147.5000
1560   ,い         ,20251105,   309.0000
2303   ,羛筿         ,20251105,    47.1000
2329   ,地         ,20251105,    47.9000
2379   ,风琑         ,20251105,   503.0000
2363   ,参         ,20251105,    52.9000
2449   ,ㄊじ筿     ,20251105,   220.5000
2454   ,羛祇       ,20251105,  1304.7087
2451   ,承ǎ         ,20251105,   129.0000
0051   ,じい100  ,20251105,    87.3263
0052   ,碔üм     ,20251105,    36.2255
0053   ,じ筿     ,20251105,   135.1637
00915  ,惩膀纔匡蔼30,20251105,    21.6891
00929  ,確地芖м纔,20251105,    18.0264
0050   ,じ芖50   ,20251106,    62.4190
1301   ,鹅         ,20251106,    37.3500
6505   ,鹅て       ,20251106,    47.8500
1326   ,て         ,20251106,    28.4000
1303   ,玭ㄈ         ,20251106,    41.6500
1216   ,参         ,20251106,    77.5000
2912   ,参禬       ,20251106,   235.5000
9907   ,参龟       ,20251106,    19.8500
2855   ,参靡       ,20251106,    24.0500
1232   ,参痲       ,20251106,   144.5000
2317   ,翬         ,20251106,   248.0000
2354   ,翬非         ,20251106,    70.1000
3413   ,ㄊ供         ,20251106,   364.5000
6451   ,癟-KY      ,20251106,   153.0000
2330   ,縩筿       ,20251106,  1455.3662
3443   ,承種         ,20251106,  1735.0000
5347   ,         ,20251106,    94.2000
3374   ,弘         ,20251106,   153.0000
1560   ,い         ,20251106,   310.0000
2303   ,羛筿         ,20251106,    45.8000
2329   ,地         ,20251106,    48.4000
2379   ,风琑         ,20251106,   505.0000
2363   ,参         ,20251106,    53.8000
2449   ,ㄊじ筿     ,20251106,   217.5000
2454   ,羛祇       ,20251106,  1265.4694
2451   ,承ǎ         ,20251106,   135.0000
0051   ,じい100  ,20251106,    88.8736
0052   ,碔üм     ,20251106,    36.4040
0053   ,じ筿     ,20251106,   136.9242
00915  ,惩膀纔匡蔼30,20251106,    21.7375
00929  ,確地芖м纔,20251106,    18.0654
0050   ,じ芖50   ,20251107,    61.6794
1301   ,鹅         ,20251107,    38.6000
6505   ,鹅て       ,20251107,    50.0000
1326   ,て         ,20251107,    29.1000
1303   ,玭ㄈ         ,20251107,    42.5500
1216   ,参         ,20251107,    76.4000
2912   ,参禬       ,20251107,   236.0000
9907   ,参龟       ,20251107,    19.9500
2855   ,参靡       ,20251107,    24.3500
1232   ,参痲       ,20251107,   145.0000
2317   ,翬         ,20251107,   244.0000
2354   ,翬非         ,20251107,    69.2000
3413   ,ㄊ供         ,20251107,   328.5000
6451   ,癟-KY      ,20251107,   149.0000
2330   ,縩筿       ,20251107,  1450.3990
3443   ,承種         ,20251107,  1720.0000
5347   ,         ,20251107,    93.0000
3374   ,弘         ,20251107,   150.0000
1560   ,い         ,20251107,   301.5000
2303   ,羛筿         ,20251107,    45.0000
2329   ,地         ,20251107,    48.1000
2379   ,风琑         ,20251107,   506.0000
2363   ,参         ,20251107,    52.6000
2449   ,ㄊじ筿     ,20251107,   213.5000
2454   ,羛祇       ,20251107,  1236.0398
2451   ,承ǎ         ,20251107,   148.5000
0051   ,じい100  ,20251107,    88.0033
0052   ,碔üм     ,20251107,    35.9255
0053   ,じ筿     ,20251107,   135.0659
00915  ,惩膀纔匡蔼30,20251107,    21.5244
00929  ,確地芖м纔,20251107,    17.7731
0050   ,じ芖50   ,20251110,    62.4683
1301   ,鹅         ,20251110,    39.0000
6505   ,鹅て       ,20251110,    51.9000
1326   ,て         ,20251110,    29.3000
1303   ,玭ㄈ         ,20251110,    43.2500
1216   ,参         ,20251110,    75.5000
2912   ,参禬       ,20251110,   236.5000
9907   ,参龟       ,20251110,    20.1500
2855   ,参靡       ,20251110,    24.6000
1232   ,参痲       ,20251110,   144.0000
2317   ,翬         ,20251110,   249.5000
2354   ,翬非         ,20251110,    69.9000
3413   ,ㄊ供         ,20251110,   324.5000
6451   ,癟-KY      ,20251110,   152.5000
2330   ,縩筿       ,20251110,  1465.3004
3443   ,承種         ,20251110,  1890.0000
5347   ,         ,20251110,    92.0000
3374   ,弘         ,20251110,   142.0000
1560   ,い         ,20251110,   305.0000
2303   ,羛筿         ,20251110,    45.2000
2329   ,地         ,20251110,    50.3000
2379   ,风琑         ,20251110,   502.0000
2363   ,参         ,20251110,    51.9000
2449   ,ㄊじ筿     ,20251110,   217.0000
2454   ,羛祇       ,20251110,  1226.2300
2451   ,承ǎ         ,20251110,   163.0000
0051   ,じい100  ,20251110,    88.8253
0052   ,碔üм     ,20251110,    36.5469
0053   ,じ筿     ,20251110,   135.7995
00915  ,惩膀纔匡蔼30,20251110,    21.4469
00929  ,確地芖м纔,20251110,    17.7633
0050   ,じ芖50   ,20251111,    62.0246
1301   ,鹅         ,20251111,    39.9000
6505   ,鹅て       ,20251111,    52.5000
1326   ,て         ,20251111,    30.7000
1303   ,玭ㄈ         ,20251111,    45.3000
1216   ,参         ,20251111,    75.0000
2912   ,参禬       ,20251111,   238.0000
9907   ,参龟       ,20251111,    18.9000
2855   ,参靡       ,20251111,    24.4000
1232   ,参痲       ,20251111,   144.0000
2317   ,翬         ,20251111,   246.5000
2354   ,翬非         ,20251111,    70.7000
3413   ,ㄊ供         ,20251111,   319.0000
6451   ,癟-KY      ,20251111,   146.5000
2330   ,縩筿       ,20251111,  1455.3676
3443   ,承種         ,20251111,  1910.0000
5347   ,         ,20251111,    92.2000
3374   ,弘         ,20251111,   142.0000
1560   ,い         ,20251111,   311.5000
2303   ,羛筿         ,20251111,    45.2500
2329   ,地         ,20251111,    50.5000
2379   ,风琑         ,20251111,   501.0000
2363   ,参         ,20251111,    52.1000
2449   ,ㄊじ筿     ,20251111,   213.0000
2454   ,羛祇       ,20251111,  1216.4202
2451   ,承ǎ         ,20251111,   179.0000
0051   ,じい100  ,20251111,    88.7769
0052   ,碔üм     ,20251111,    36.2255
0053   ,じ筿     ,20251111,   135.5550
00915  ,惩膀纔匡蔼30,20251111,    21.5147
00929  ,確地芖м纔,20251111,    17.6951
0050   ,じ芖50   ,20251112,    62.3204
1301   ,鹅         ,20251112,    41.3500
6505   ,鹅て       ,20251112,    55.3000
1326   ,て         ,20251112,    32.4000
1303   ,玭ㄈ         ,20251112,    49.8000
1216   ,参         ,20251112,    75.3000
2912   ,参禬       ,20251112,   239.5000
9907   ,参龟       ,20251112,    18.9000
2855   ,参靡       ,20251112,    24.9000
1232   ,参痲       ,20251112,   144.0000
2317   ,翬         ,20251112,   251.0000
2354   ,翬非         ,20251112,    70.9000
3413   ,ㄊ供         ,20251112,   317.5000
6451   ,癟-KY      ,20251112,   151.5000
2330   ,縩筿       ,20251112,  1465.3019
3443   ,承種         ,20251112,  1885.0000
5347   ,         ,20251112,    92.5000
3374   ,弘         ,20251112,   142.0000
1560   ,い         ,20251112,   310.5000
2303   ,羛筿         ,20251112,    45.0000
2329   ,地         ,20251112,    50.6000
2379   ,风琑         ,20251112,   496.5000
2363   ,参         ,20251112,    52.3000
2449   ,ㄊじ筿     ,20251112,   210.5000
2454   ,羛祇       ,20251112,  1221.3251
2451   ,承ǎ         ,20251112,   196.5000
0051   ,じい100  ,20251112,    89.2605
0052   ,碔üм     ,20251112,    36.4683
0053   ,じ筿     ,20251112,   136.6797
00915  ,惩膀纔匡蔼30,20251112,    21.6794
00929  ,確地芖м纔,20251112,    17.8121
0050   ,じ芖50   ,20251113,    62.0246
1301   ,鹅         ,20251113,    42.6500
6505   ,鹅て       ,20251113,    55.0000
1326   ,て         ,20251113,    35.6000
1303   ,玭ㄈ         ,20251113,    53.8000
1216   ,参         ,20251113,    74.8000
2912   ,参禬       ,20251113,   237.0000
9907   ,参龟       ,20251113,    18.4500
2855   ,参靡       ,20251113,    24.8000
1232   ,参痲       ,20251113,   143.5000
2317   ,翬         ,20251113,   252.0000
2354   ,翬非         ,20251113,    68.7000
3413   ,ㄊ供         ,20251113,   312.0000
6451   ,癟-KY      ,20251113,   153.0000
2330   ,縩筿       ,20251113,  1450.4005
3443   ,承種         ,20251113,  1875.0000
5347   ,         ,20251113,    92.5000
3374   ,弘         ,20251113,   139.5000
1560   ,い         ,20251113,   308.0000
2303   ,羛筿         ,20251113,    44.4500
2329   ,地         ,20251113,    52.9000
2379   ,风琑         ,20251113,   496.0000
2363   ,参         ,20251113,    51.6000
2449   ,ㄊじ筿     ,20251113,   215.5000
2454   ,羛祇       ,20251113,  1221.3251
2451   ,承ǎ         ,20251113,   216.0000
0051   ,じい100  ,20251113,    90.1308
0052   ,碔üм     ,20251113,    36.2969
0053   ,じ筿     ,20251113,   136.0929
